age,workclass,fnlwgt
26,Private,216225
33,Private,125762
51,Private,201062
53,Local-gov,25820
33,Private,553405
45,Federal-gov,78022
27,Private,207631
35,Private,203988
47,Private,122194
17,Private,318918
55,Self-emp-inc,264453
28,Self-emp-not-inc,183523
46,Self-emp-not-inc,98881
18,Private,184101
43,Local-gov,135056
60,Self-emp-not-inc,71457
55,Self-emp-not-inc,96459
52,Private,134184
40,Private,153132
52,Private,173991
27,Federal-gov,96219
44,Private,152744
56,Private,182142
35,Private,48915
35,Private,24126
47,Local-gov,263984
42,Local-gov,118261
63,Private,106141
48,State-gov,355320
19,?,497414
41,Private,118915
17,Private,75885
26,State-gov,93806
33,Local-gov,255058
41,Private,120277
20,Private,120046
26,Private,209384
35,Local-gov,742903
47,Self-emp-inc,147869
21,?,208117
64,Private,268965
32,Private,41210
47,Private,128378
22,Private,131291
35,Private,187046
53,Private,221672
29,Self-emp-not-inc,70100
23,Private,199586
45,Private,243743
20,State-gov,375931
42,Private,139012
45,Private,167617
77,Private,88269
32,Private,70377
21,Private,431745
32,Private,72967
41,Private,174373
42,Private,145178
23,?,138938
26,Local-gov,113948
66,Private,135446
41,Private,43711
40,Private,137304
21,Private,180690
40,Private,135384
48,Private,178137
62,Self-emp-not-inc,113440
45,Private,110243
42,Self-emp-inc,165981
20,Private,246635
30,Private,553405
59,Private,137506
22,Private,313730
23,Federal-gov,102684
55,Private,265579
58,Private,101338
67,Private,188903
51,Private,231919
38,?,139770
37,Private,253006
34,Private,258425
49,Private,168837
46,Private,177536
29,Private,168524
19,Self-emp-inc,108551
38,Self-emp-not-inc,180477
58,Self-emp-not-inc,162970
43,Private,104196
34,Private,329288
59,Self-emp-not-inc,39398
33,Private,70240
17,Private,153021
29,Local-gov,152461
33,Private,171892
45,Private,128141
68,Private,182574
33,Local-gov,189145
49,Self-emp-inc,218835
46,Local-gov,132994
54,Private,83103
31,Private,198103
25,?,177812
39,Self-emp-inc,144154
56,Private,169086
36,Private,140854
20,?,218875
35,Self-emp-not-inc,187589
36,Private,112271
27,Private,199118
46,Private,178642
34,Private,113708
29,Federal-gov,185670
36,Private,303187
49,Private,209739
52,Self-emp-not-inc,155278
30,Private,119422
46,Local-gov,326292
35,Private,212512
37,Private,33440
38,State-gov,185180
46,Self-emp-not-inc,504941
42,Private,192014
48,Self-emp-inc,192755
59,Private,220896
22,Private,189832
38,Private,235638
39,Private,134367
41,Private,171231
19,Private,253529
47,State-gov,210557
47,Private,362835
55,Private,186479
37,State-gov,115360
29,Private,184806
34,Self-emp-not-inc,450141
41,Private,200479
34,Private,152493
29,Private,135791
37,Self-emp-not-inc,50096
55,Private,173832
52,Private,224198
57,Private,111553
67,Private,191380
20,Private,34242
58,Private,100054
62,Private,110103
40,Private,196626
66,?,194480
26,Private,190040
42,Private,152629
18,Federal-gov,263162
34,Private,205581
50,Private,155434
30,Private,415922
42,Local-gov,221581
37,Private,135089
47,Private,117774
46,Private,206707
30,Private,315640
52,Private,210736
23,Local-gov,456665
35,Self-emp-not-inc,133935
44,Private,106982
35,Private,126569
31,State-gov,209954
50,State-gov,46401
29,Private,410216
39,Private,410509
22,Private,382199
33,Private,84130
42,Private,243380
31,Private,329635
20,?,265434
23,Private,241752
33,Private,172579
48,Local-gov,121179
46,Private,76131
57,Private,138777
44,State-gov,195212
20,Private,315135
44,Private,248406
51,Private,283314
29,Private,231601
71,Self-emp-not-inc,126807
31,Private,198513
37,Private,162651
90,Private,197613
49,Private,184098
46,Local-gov,187505
53,Private,174655
17,Private,161123
43,Private,390369
35,Self-emp-not-inc,354520
25,Private,364631
35,Private,323120
58,State-gov,32367
88,Private,30102
51,Private,229259
31,Private,274818
40,Self-emp-inc,248476
38,Private,98080
44,Private,56651
43,Private,216411
31,Private,226443
21,Private,119039
25,Private,136277
52,Local-gov,149508
53,Private,449376
18,Private,143450
41,Private,227065
26,Private,175801
29,Private,260346
37,Private,54159
24,Private,143246
32,Private,115854
35,Private,138441
23,Self-emp-not-inc,149704
38,Private,22245
27,Private,104017
46,Private,165468
22,Private,181557
38,Private,220694
27,Local-gov,190330
45,Federal-gov,109209
32,Private,187815
38,Federal-gov,236648
21,Private,53306
33,Private,418645
27,Private,217530
19,Private,135066
20,Local-gov,38455
37,Self-emp-not-inc,53553
18,Private,117857
72,Self-emp-not-inc,379376
31,Private,191932
33,Private,234067
47,Private,348886
46,Private,142490
42,?,155190
22,Private,176178
53,Private,149220
59,Federal-gov,188047
36,Private,258102
34,Private,185216
61,Private,219701
40,Private,235523
35,Private,100375
41,Private,24273
23,Private,224115
41,Private,187795
26,Private,161007
27,Private,262723
41,Self-emp-not-inc,33474
43,Private,167151
38,Self-emp-inc,222532
47,Local-gov,48195
23,Private,89089
35,Local-gov,179151
42,Self-emp-not-inc,192589
24,Private,236149
58,Private,110820
22,Private,113464
38,Self-emp-not-inc,248929
41,Private,257758
46,Private,198660
22,Private,195532
17,Private,208046
31,Self-emp-inc,72744
73,?,65072
27,Private,313479
57,Private,262681
54,State-gov,305319
40,Private,158958
23,Self-emp-not-inc,47039
36,Private,150057
54,State-gov,55861
32,Self-emp-inc,225053
44,Self-emp-not-inc,136986
36,?,342480
30,?,335124
39,Self-emp-not-inc,29874
36,Private,191146
65,Private,154164
43,Private,287008
36,Private,397877
40,Local-gov,108765
23,Private,215251
67,Private,132586
48,Local-gov,328610
59,Private,264048
74,?,98867
36,Private,166289
19,Private,186328
24,Federal-gov,59948
41,Private,231793
43,Local-gov,487770
27,Private,167536
48,Private,250736
18,?,197057
23,Self-emp-not-inc,448026
56,Private,217775
22,Federal-gov,154394
61,Private,244933
22,Private,155362
48,Private,187563
61,?,108398
30,Private,69235
72,Private,174032
31,State-gov,174957
71,Self-emp-not-inc,31781
49,Private,278322
49,Private,144514
41,Private,255824
29,Private,443858
19,Private,114066
30,Private,103860
40,Private,132839
51,State-gov,290688
45,?,187439
22,Private,170302
49,Private,74984
17,Private,94774
46,Private,72896
55,Self-emp-inc,197749
28,Private,182509
39,Self-emp-inc,233117
36,Local-gov,102729
36,Private,172706
23,Self-emp-inc,295254
38,Local-gov,101426
75,Private,185603
53,Private,289620
39,Private,179137
19,Private,222199
39,Private,320305
23,?,111340
31,Federal-gov,86150
60,Private,124648
30,Private,175761
23,Private,148948
42,Private,230355
55,State-gov,277203
77,Self-emp-not-inc,176690
64,Self-emp-inc,119182
35,Private,181353
19,Private,311293
17,?,132962
45,Private,155478
38,Private,46706
59,Private,142326
21,Private,220454
45,Private,105779
23,Private,362623
37,Private,115806
29,Private,351324
29,Private,131712
19,?,181118
19,?,214087
27,Private,181291
44,Private,146908
50,Self-emp-inc,262777
53,Local-gov,394765
41,Private,207335
23,Private,133712
24,State-gov,105479
31,Private,140092
37,Private,53232
57,Private,178154
25,Private,202203
50,Private,49340
47,Private,106207
23,Private,103064
30,Local-gov,79190
18,Private,473449
48,Private,189498
34,Private,149902
44,Private,150098
40,Private,100451
35,Private,193094
37,Private,202950
34,Private,161444
33,Self-emp-not-inc,303867
36,Private,143912
29,?,42623
37,?,145064
53,Private,199287
48,Private,250733
36,Private,372525
21,Private,338162
38,Private,154210
55,Private,158702
29,Private,199118
59,Private,104455
42,Self-emp-not-inc,210013
22,Private,440934
31,Private,375833
41,Private,289551
45,Private,272729
31,State-gov,176185
53,Private,155403
47,Federal-gov,239321
27,Private,365745
49,Private,107399
34,Private,93394
34,Self-emp-not-inc,143078
50,Local-gov,283314
37,Private,194668
27,Private,170301
31,Self-emp-inc,162442
24,Private,456430
28,Private,337424
27,Private,160291
41,Private,341204
28,Private,148084
26,Private,102476
17,?,183161
17,Private,160029
70,Self-emp-not-inc,152066
57,Private,175942
64,Private,387669
38,Self-emp-not-inc,179824
23,Private,107882
18,?,65249
47,Self-emp-not-inc,267879
54,Private,150999
42,Local-gov,69758
23,Private,180795
28,Private,257283
40,Private,196344
32,Private,155151
35,Self-emp-not-inc,368140
17,Private,95079
37,?,254773
23,Private,181659
47,?,215620
29,Private,169104
33,Local-gov,100446
46,Private,189680
24,Private,376474
44,Private,112494
33,?,212491
68,Local-gov,254218
34,Private,421200
19,Private,426589
27,Private,335015
25,Private,78605
62,Self-emp-inc,123749
31,Private,245500
32,Private,226443
31,Self-emp-not-inc,150630
27,Private,257124
36,Private,127865
50,Private,27432
31,Private,161765
42,Private,42703
27,Private,209641
22,Private,93131
46,Private,191821
25,Private,410009
37,Private,334291
58,Self-emp-inc,274363
17,Private,102456
35,State-gov,102268
46,Private,220979
35,?,111377
36,Private,187847
22,Private,40052
21,Private,133375
46,Private,226032
27,Private,211032
33,Private,392812
34,Federal-gov,174724
50,Local-gov,363405
19,Private,42750
40,Self-emp-not-inc,174112
65,Self-emp-not-inc,326936
39,Self-emp-not-inc,188069
48,Private,366089
32,Private,162160
32,Private,114937
61,Private,189932
57,Private,168447
32,Private,154210
29,Private,211331
57,Private,157749
72,Self-emp-inc,84587
27,Private,269246
26,Private,305129
63,Private,253556
58,Self-emp-inc,229116
45,Private,111381
41,Private,121201
26,Local-gov,271836
47,Private,116641
37,Private,171524
52,Private,145409
40,Private,174575
38,State-gov,149135
32,Private,234096
32,Local-gov,210973
37,Local-gov,269323
69,Private,29087
27,Self-emp-not-inc,177831
39,Self-emp-not-inc,167106
56,Private,118993
26,Private,102875
89,?,29106
32,Private,101103
35,Self-emp-not-inc,135020
26,Private,182390
53,Private,174102
19,?,138153
23,Private,162282
51,Private,280292
25,Local-gov,307294
57,Private,94156
59,?,199033
61,Private,57408
41,Private,210922
20,Private,138994
22,Private,416103
42,Private,166740
47,Self-emp-inc,139268
21,State-gov,165474
37,Private,100316
28,?,49028
38,Self-emp-inc,85566
27,Private,58150
55,Self-emp-not-inc,376548
20,Private,398166
43,Private,86797
46,Private,161819
19,Private,187125
30,Private,226535
23,Self-emp-inc,216889
65,Self-emp-not-inc,135517
28,Private,336951
44,State-gov,101603
32,Local-gov,205931
40,Federal-gov,105119
58,Self-emp-not-inc,200316
17,Private,132859
57,Private,137031
24,Local-gov,184975
47,Private,165539
26,Private,48099
42,Private,47012
60,Local-gov,195409
54,Private,20795
44,State-gov,484879
47,Self-emp-not-inc,276087
37,Federal-gov,45937
48,Federal-gov,102359
30,Private,186824
20,Private,203914
30,Self-emp-not-inc,209808
22,Private,228516
62,Private,49424
25,Private,359067
55,Self-emp-not-inc,340171
19,Private,142037
28,Local-gov,157437
47,State-gov,142287
35,State-gov,189794
37,Private,258289
19,Private,352849
37,Private,162322
24,Private,200295
26,?,296372
54,Local-gov,190333
40,Self-emp-not-inc,211518
70,Private,264098
43,Private,393762
49,Local-gov,181970
47,Self-emp-inc,110901
21,Private,92863
24,Private,111368
45,?,83601
47,Private,164682
37,Private,166549
24,Private,176566
18,Private,201613
27,Private,285294
75,Private,100301
22,Private,120320
29,Local-gov,218650
32,Private,339482
64,Private,301352
41,Local-gov,225978
39,Private,337778
49,Private,241350
36,Private,266645
18,Private,100863
55,Local-gov,227386
44,Private,315971
20,Private,177287
20,Private,169022
50,Private,205803
22,Federal-gov,277700
24,Self-emp-not-inc,166371
20,?,295763
75,Self-emp-inc,152519
44,Private,438696
41,Self-emp-inc,34266
19,Private,136391
38,Private,435638
23,Private,51973
40,Private,109800
41,Federal-gov,260761
59,Private,109015
35,Private,272944
35,Private,290498
25,Private,176864
64,State-gov,169914
55,Private,205759
63,Private,271075
19,Private,239995
27,Private,65663
20,?,259865
42,Self-emp-not-inc,34722
37,Private,225821
39,Private,191503
46,?,110243
30,Self-emp-not-inc,227429
52,Private,174452
27,Private,209085
54,Private,192386
19,?,234877
28,Private,320862
22,Private,535027
33,Private,137421
46,Private,195727
49,Self-emp-not-inc,163229
31,Private,50753
49,Private,173503
17,Federal-gov,29078
35,Private,360743
39,Self-emp-inc,142149
26,Private,464552
59,Private,47444
37,Private,24721
53,Private,187492
50,Private,229318
48,Private,358382
60,State-gov,119832
18,Private,414166
35,Private,147638
26,Self-emp-not-inc,33016
20,?,386962
32,Private,39248
69,Private,232683
31,Self-emp-not-inc,55912
35,Private,113152
65,Self-emp-inc,150095
63,Private,114424
26,?,408417
29,Private,163167
48,Private,86009
35,Federal-gov,316582
50,Self-emp-not-inc,165219
21,Private,99829
47,Private,275095
42,Private,167650
52,Self-emp-not-inc,141820
29,Private,108253
41,Private,156526
36,Self-emp-inc,185366
43,Self-emp-inc,314739
20,Private,336101
38,Private,49115
35,Self-emp-inc,186488
18,?,158826
24,Private,218415
27,Private,76978
47,Private,213408
44,Private,181265
18,Local-gov,242956
30,Private,226696
30,Private,186932
50,Federal-gov,107079
32,Private,154950
18,Private,48597
40,Private,196344
37,Self-emp-inc,152414
61,Private,222966
39,Self-emp-not-inc,272671
26,Private,235520
30,Private,232766
40,Private,309990
40,Private,95639
20,?,177161
51,Local-gov,133963
45,Self-emp-not-inc,240786
44,Local-gov,141186
65,Private,109221
29,Private,337953
49,State-gov,189762
18,?,40190
66,Private,171824
48,Private,83545
28,Private,142712
19,Private,91893
23,Private,443701
40,Private,438427
53,Self-emp-inc,69372
49,Private,243190
41,Private,109762
22,Private,91189
56,Federal-gov,205805
48,Local-gov,212050
51,Private,152652
18,Private,157193
32,Private,36592
39,Private,192664
38,Federal-gov,99280
54,Private,168621
37,Private,127048
29,Private,167610
36,Private,108320
21,Private,369643
27,Private,232388
28,Private,513719
23,Private,27073
54,Private,105428
36,Private,167284
22,Private,320615
27,Local-gov,47284
42,Private,45156
46,Private,166269
28,Federal-gov,236418
21,Private,311478
50,Private,256908
20,Private,256796
27,Private,168138
23,Private,244413
66,?,52728
23,?,223019
23,Private,215443
41,Private,99665
39,Private,243485
38,Private,169872
46,Private,116338
29,Private,109989
35,Private,144401
23,Local-gov,199555
33,Self-emp-not-inc,105229
31,Private,185216
52,Private,155278
28,Private,371408
56,Private,177271
38,Private,234891
21,Private,356286
60,?,225894
19,Private,181781
23,Private,197756
69,Local-gov,216269
50,Private,33931
46,Private,151584
53,Private,286085
56,Self-emp-not-inc,111385
35,Private,280966
30,Private,221178
60,Private,74422
21,Private,103031
46,State-gov,209739
23,State-gov,112137
26,Private,138537
72,Private,135378
48,Private,175006
26,Private,182194
20,Private,194686
27,Private,70034
53,Federal-gov,439263
72,Private,74749
26,Private,231638
50,Private,197623
22,?,148409
17,?,40299
46,Self-emp-not-inc,96260
47,Self-emp-not-inc,62143
22,Private,193027
24,?,334105
46,Private,31411
60,Private,140516
51,Private,155963
58,Self-emp-not-inc,119891
32,Private,206609
41,Private,425444
52,Private,114674
54,Federal-gov,57679
48,Private,213140
52,Local-gov,295494
46,Private,182862
50,Private,178529
36,Private,214031
17,Private,350538
29,Private,238073
29,Private,194640
39,Self-emp-not-inc,139770
21,Private,164177
62,Private,99470
61,Private,359367
72,Local-gov,45612
33,Private,127651
34,Private,193132
26,Local-gov,314798
33,Private,108438
41,Private,165815
18,?,136172
24,Private,127159
18,?,220168
55,Private,127677
42,Private,119941
32,Private,93699
46,Federal-gov,196649
18,Private,332763
36,Private,158363
38,Private,249039
39,Private,454585
31,Private,121321
40,Private,229148
18,Private,221284
38,Private,428251
47,Self-emp-inc,77660
21,Private,139722
33,State-gov,171151
51,Private,94819
44,Private,214546
45,Self-emp-inc,190482
22,Private,283029
48,?,142719
40,Private,244172
26,Local-gov,120238
29,Private,66095
46,Private,129232
41,Private,44121
31,Private,243678
34,Private,118786
39,Self-emp-not-inc,176900
50,Private,155574
41,Private,76625
18,Private,192254
35,Private,238802
22,Private,247731
18,Private,397606
23,?,370057
62,?,190873
50,Local-gov,145879
52,Private,618130
24,Private,542762
31,Private,144124
28,Private,190539
33,Private,92462
48,Private,129974
62,State-gov,254890
51,Private,261207
39,Self-emp-inc,206362
51,Private,27804
57,Self-emp-not-inc,771836
29,Private,101108
49,Private,255466
30,Local-gov,204494
53,Private,271918
17,Private,152619
59,Private,107318
23,Private,130773
20,?,117210
48,Private,148549
64,Private,181530
37,Private,365739
54,Local-gov,182429
41,Private,381510
45,Self-emp-not-inc,116789
36,Self-emp-inc,196554
27,Private,335878
25,Private,184120
39,Private,260084
44,Private,160369
22,Private,164901
21,?,96844
56,Private,124566
30,Private,473133
44,Private,335223
53,Private,380086
32,Private,198265
